Om,newton_iter,normR,stepnorm
1.1392873165952710e+00,36,1.0003820007910823e-06,8.4249530479858933e-06
1.1330080756272760e+00,37,3.4093744862009315e-04,7.4231284489807562e-04
1.1334091466278233e+00,38,2.6376552490064823e-07,2.3917609937526099e-06
1.1279078680757408e+00,39,4.2663521200202875e-04,8.7356777895355976e-04
1.1283727082630335e+00,40,3.5360770223853811e-07,3.3712695625604475e-06
1.1240330039017661e+00,41,2.3655151163711339e-04,5.8944410935927636e-04
1.1242742836884738e+00,42,1.3192142919586435e-07,1.3331001163008559e-06
1.1204037959643469e+00,43,8.9280098469554474e-04,1.0054874418084236e-03
1.1212507844079656e+00,44,7.8098799023888793e-07,5.0168863866136107e-06
1.1185452946383756e+00,45,1.4803550441438792e-04,3.9668418983315946e-04
1.1186812304434388e+00,46,4.8778736243686606e-08,5.3345268543747997e-07
1.1162410924981958e+00,47,6.4555753854194297e-04,4.1522623636523577e-03
1.1163687273502108e+00,48,4.9940213045746135e-07,5.7382010203011942e-06
1.1139437227893614e+00,49,1.5876001338896758e-03,2.5044812108651229e-03
1.1153687021758512e+00,50,6.8505022730711906e-06,8.6958849679190915e-05
1.1157864422027963e+00,51,2.4926909549549587e-05,3.1280090788326684e-05
1.1161713605677430e+00,52,4.6115695595550433e-05,1.1972396089188928e-04
1.1165270590419931e+00,53,6.5947744277027037e-05,1.9597183852208738e-04
1.1168566504186186e+00,54,6.5200905881251513e-04,1.2665379306533739e-03
1.1171881233491958e+00,55,4.4622601489077186e-07,4.7166397709500321e-06
1.1180525722324390e+00,56,4.9069504709824756e-05,2.1248146185130599e-04
1.1188604782135039e+00,57,4.1602888750416579e-04,3.7540103474910289e-03
1.1190026717771140e+00,58,4.6001231350037548e-07,6.8262928092470353e-06
1.1203461791812812e+00,59,3.7122909957497022e-04,2.9048684420475966e-03
1.1202977840205091e+00,60,1.4197337106691573e-07,1.9032175862694872e-06
1.1222322278521697e+00,61,1.1137817934295228e-04,9.1212171905265911e-04
1.1222101489446263e+00,62,1.8869073040097655e-08,1.6683498308253890e-07
1.1240986376092017e+00,63,9.8599356941314690e-05,1.3368481801563758e-03
1.1241218810619400e+00,64,2.5660524139228540e-08,4.6314643593456771e-07
1.1265137256012236e+00,65,5.7847903029182766e-04,5.1010481764162049e-03
1.1265416162285662e+00,66,1.3189237498423943e-07,2.3217502771819426e-06
1.1289495504996652e+00,67,7.6762452772479361e-04,3.0863362403656535e-03
1.1292132328767135e+00,68,8.3949176469457247e-07,1.3144342446755811e-05
1.1321339705004467e+00,69,1.7228608706122684e-04,1.6688825526829042e-03
1.1321343201775305e+00,70,2.4521238307329108e-08,1.6083483806695138e-07
1.1350444638965678e+00,71,1.7228967064295919e-04,1.4819087320308117e-03
1.1350258734043941e+00,72,4.6252939875278691e-08,7.5851882625213875e-07
1.1378917740193082e+00,73,1.7030886391485308e-04,1.3034900193280936e-03
1.1378600320723880e+00,74,1.7538185697909092e-08,2.6665494263411126e-07
1.1406574466455373e+00,75,2.2783801223299443e-03,8.7319158526313369e-03
1.1413132963782822e+00,76,6.1553502699492938e-06,8.8925797631973742e-05
1.1447909196071684e+00,77,3.9937023392517688e-04,2.9984947322221488e-03
1.1445971497320422e+00,78,6.6114428287949392e-07,5.6482691649732800e-06
1.1477081443289536e+00,79,1.1798784943911273e-03,2.0646292558400992e-03
1.1474440403614881e+00,80,9.0663312311969985e-07,6.0069242805118171e-06
1.1502153544037008e+00,81,1.8284982487393347e-03,3.1332656773614535e-03
1.1508267407442958e+00,82,1.9189604273132424e-06,6.0382390087833955e-05
1.1548287542724520e+00,83,2.3814674492281821e-04,3.5666639569840275e-03
1.1545035513650415e+00,84,1.4605751573621094e-06,2.5246684328310051e-05
1.1575068318533173e+00,85,2.7254433351031561e-04,3.1634866176240154e-03
1.1577379497765461e+00,86,8.6388204967040773e-07,1.3360825289637489e-05
1.1611726113014385e+00,87,2.1674749472218357e-03,1.2033433907519122e-02
1.1609029557852453e+00,88,9.6434098670720302e-06,5.6504403600709128e-06
1.1649327865881733e+00,89,2.5940152719563462e-04,3.3433659522878923e-03
1.1650902258456624e+00,90,5.8210871104172278e-07,1.1177360253352481e-05
1.1693893616612172e+00,91,2.8261645233259913e-04,2.3256249316692492e-03
1.1694241020891640e+00,92,3.2719511178407765e-05,5.1676137169275884e-04
1.1694530607183506e+00,93,5.7309933948018886e-08,4.6121467332860198e-07
1.1738532663332160e+00,94,2.7558324911992897e-03,3.2661536921021903e-02
1.1723326178070430e+00,95,4.3148862519520843e-04,2.9491333786920318e-03
1.1708897692211295e+00,96,7.4740985030032688e-04,6.5352270805877624e-03
1.1715927550407870e+00,97,6.9182172461615607e-06,6.4964914429778734e-05
1.1735194457418259e+00,98,8.1062083305162092e-04,1.0421299108549139e-02
1.1748279079546693e+00,99,1.9037238924568526e-05,1.5048200063516416e-04
1.1788482004530063e+00,100,2.4852269256163554e-03,6.2598004355355948e-03
1.1787752782990712e+00,101,6.4243013421016849e-07,7.5793143831692048e-06
1.1828938148216603e+00,102,2.7394664236280185e-04,2.9077248219767497e-03
1.1830967558320364e+00,103,3.1884720670453986e-05,2.3312002987883665e-04
1.1831042889662280e+00,104,1.4332522465816430e-08,2.6871373942608154e-08
1.1876140623745839e+00,105,9.2337536168293560e-04,6.5064956002653957e-03
1.1869243337868716e+00,106,5.8479795164239921e-06,7.1127109842493240e-05
1.1908184074220887e+00,107,1.0569996091991131e-03,2.9555379798674140e-03
1.1907742015893441e+00,108,1.9167707622665261e-07,2.0252033902608310e-06
1.1942053349676001e+00,109,1.8884545697528691e-03,1.9794670082154599e-02
1.1925075433272823e+00,110,4.3539034433499960e-05,5.7157129088720201e-04
1.1941955185468354e+00,111,5.7139098310935788e-04,6.5734062677856621e-03
1.1951512443260921e+00,112,9.2341881794914020e-06,4.3185940057228736e-05
1.1997900959341139e+00,113,3.2308821754605004e-04,2.9398624603446614e-03
1.1999983259718137e+00,114,3.5802950356813550e-05,1.8427358127519680e-04
1.2049711446755833e+00,115,1.1938312407772775e-03,4.3910472968713386e-03
1.2042853201373209e+00,116,4.3760426730767194e-06,5.4476898835548334e-05
1.2082644268799627e+00,117,1.9709494188303246e-04,2.3809983438299914e-03
1.2084159153174916e+00,118,4.9786364728857616e-07,5.4959921576708363e-06
1.2091646074552329e+00,119,4.7876649376174687e-05,1.1340258518511457e-03
1.2101280511266033e+00,120,1.0214805851842279e-03,4.4651555920715772e-04
1.2105127176385440e+00,121,3.1977181560173123e-07,5.8900805151784553e-07
1.2145965715798641e+00,122,2.8343195295621075e-04,5.1427677869875241e-03
1.2151940962856300e+00,123,4.2268593166948079e-06,5.9195987561108802e-05
1.2211934746620909e+00,124,3.4830581419124573e-03,4.3124690389977627e-02
1.2176620588566807e+00,125,1.6015676466304596e-03,1.3652226006689588e-02
1.2179447020130512e+00,126,7.4553687355280196e-06,1.1048012621429039e-04
1.2218568768671880e+00,127,1.3508120005585532e-04,1.4280071887113127e-04
1.2218398128648651e+00,128,7.5684621260269052e-08,7.5134910637395409e-07
1.2256516051451283e+00,129,2.8915596978384593e-04,2.6252386626513897e-03
1.2259317513951915e+00,130,8.9379975560582632e-07,6.1848333600022704e-06
1.2304400001739950e+00,131,3.1666273624894549e-04,3.7617216915061093e-03
1.2300307215882764e+00,132,1.9923572131120534e-06,2.0122556081230550e-05
1.2330515019762560e+00,133,1.0406425636713553e-03,3.7051002720684583e-03
1.2329153833990709e+00,134,4.7929938377662026e-07,4.6773704521732702e-06
1.2353091573939008e+00,135,1.5958674510791382e-04,2.5348298780643722e-03
1.2356063809922779e+00,136,9.0964935897471379e-07,5.9886190967825385e-06
1.2386102280652946e+00,137,8.1514268412204909e-04,8.4418714681476180e-03
1.2378371406959621e+00,138,7.0941380427930711e-06,6.8517144371089609e-05
1.2392930054629270e+00,139,9.5907702396659677e-05,2.4444209079518193e-03
1.2395551066439099e+00,140,7.4452585864860015e-07,2.6099104588049022e-06
1.2415944089066842e+00,141,9.9349512302288404e-04,7.5821734603829785e-03
1.2406959406750573e+00,142,9.2485108079785928e-06,6.3541536586244696e-05
1.2446345240879229e+00,143,3.0383206015657734e-04,4.7016714885271703e-03
1.2451563043444118e+00,144,3.3132005764773842e-06,3.7691949407312792e-05
1.2500892622194537e+00,145,1.8735156344025020e-03,2.7719578779391144e-02
1.2468097912830560e+00,146,1.4803014583680618e-04,2.2171466885473495e-03
1.2465156835787699e+00,147,3.4520688129674005e-06,6.9416097656165178e-05
1.2462228471135381e+00,148,1.6569870976239411e-05,4.3532162631976809e-04
1.2457862491887335e+00,149,2.1816438836947697e-03,2.0714755449827670e-02
1.2499658740844322e+00,150,2.4169863617432751e-04,1.3817655335044459e-04
1.2491132956088395e+00,151,9.0334407653895608e-06,1.1757720714025315e-04
1.2544795219084452e+00,152,1.1032971572774635e-03,1.2040845788681287e-02
1.2520090377340942e+00,153,4.6272333036001512e-04,3.1114237100489042e-04
1.2524528727462514e+00,154,4.3497610475353359e-06,8.7740483417369079e-05
1.2506023311168082e+00,155,5.7540580633871810e-04,6.3938048111125386e-03
1.2515367778961959e+00,156,8.1498431991937842e-06,3.7628523408930204e-05
1.2527987295539706e+00,157,8.9147316934834800e-05,3.2185050966919730e-03
1.2531777006329856e+00,158,1.5629647736328523e-06,8.8573558726198436e-06
1.2552772989251282e+00,159,1.0424081278301357e-03,6.5086591860507937e-03
1.2547948361369874e+00,160,3.4109622700373323e-06,3.1518958511814908e-05
1.2575820975265393e+00,161,1.4420340804952104e-04,3.3731921901009087e-03
1.2580010119054579e+00,162,1.7588445681035175e-06,1.8851343057155491e-05
1.2598982718614509e+00,163,1.2943864977395575e-04,5.4622605187470931e-03
1.2605143758841386e+00,164,1.5766965436831061e-04,1.1371366424837459e-03
1.2600503450862295e+00,165,8.1664786974864557e-05,2.0595692189924546e-03
1.2604784877243851e+00,166,1.0952967684228413e-04,3.8054540301213271e-03
1.2612110002394965e+00,167,1.0574079764447491e-03,6.6739203518137152e-03
1.2602191459334282e+00,168,1.0233842336536920e-05,4.5608571971067956e-05
1.2600366149948221e+00,169,3.6914230494924910e-04,8.8071647301053851e-03
1.2614312286159488e+00,170,1.7009268410855770e-05,2.6119239913375480e-05
1.2635287883182271e+00,171,5.4506981803888329e-04,5.7589249284033537e-03
1.2626524161264290e+00,172,7.6681425363227768e-06,5.8043821121312667e-05
1.2682062796526579e+00,173,5.9725765197735981e-04,4.5623175797537109e-03
1.2677544386264352e+00,174,3.2776844812530667e-05,2.0262854627561662e-04
1.2677647190036623e+00,175,1.9305579673618757e-07,6.0314915270713899e-07
1.2710654509858512e+00,176,1.9085631483188731e-03,2.1400385651189749e-02
1.2674177830019402e+00,177,1.2835561474937098e-04,9.7900354296333422e-04
1.2672939653978788e+00,178,8.1633040823224966e-07,1.6989703560898644e-05
1.2664741783704152e+00,179,5.5610620912965809e-05,1.4911539465268567e-03
1.2662182112136366e+00,180,6.6246649791288396e-07,1.9366894271153590e-06
1.2648014898701518e+00,181,9.7469182612299846e-05,3.7099011484865605e-03
1.2641594638439684e+00,182,3.8057599587730398e-06,1.0958365221227959e-05
1.2612224125471263e+00,183,1.2050394852169796e-03,2.1312541462087605e-02
1.2650006616255089e+00,184,1.2976545487530518e-04,6.7353073757126891e-04
1.2649217171837541e+00,185,4.4702167681629611e-07,1.0447962052543625e-05
1.2665010564770853e+00,186,1.4694792278556370e-03,6.2227616748811859e-04
1.2667504679286306e+00,187,6.2209985013195760e-07,7.1741902095754678e-07
1.2660900598720624e+00,188,9.4124229793876568e-04,2.5305769718329736e-03
1.2666067968877979e+00,189,2.4579133747162704e-06,6.1209976925094107e-07
1.2665388508828668e+00,190,5.9570879800541156e-04,5.9968395438763323e-03
1.2675999586879472e+00,191,9.3114648173485069e-06,6.5505324265618936e-06
1.2696093129588646e+00,192,1.4313611882561740e-04,2.6627056750741849e-03
1.2700042505186027e+00,193,1.6932526849662294e-06,6.7368795069436665e-06
1.2728603462849843e+00,194,2.0196727557150878e-04,4.6669402789982660e-03
1.2734643425381706e+00,195,3.5644216792526522e-06,3.3315146303660446e-05
1.2775559481507133e+00,196,3.2232015725234659e-03,2.6635581050812884e-02
1.2736844449259959e+00,197,1.7648755203983411e-04,1.3806987322621154e-03
1.2733857877823880e+00,198,3.1248271192815033e-06,4.5537761175125867e-05
1.2734268949420071e+00,199,1.1052970331283530e-03,6.2041679754624567e-04
1.2733076179901550e+00,200,2.5159475298514889e-07,1.0439437339750371e-07
1.2699364100749075e+00,201,2.5243611797529049e-04,7.5319225991200981e-03
1.2689285683362945e+00,202,9.4427003507269144e-06,7.9698382992766118e-05
1.2626867438675420e+00,203,4.6080530908803078e-04,7.8110621661377872e-03
1.2617028061671773e+00,204,9.9757573707283175e-06,1.4883581831079165e-04
1.2537739170739624e+00,205,3.3682374690740132e-03,4.9493461715418484e-02
1.2663296805924498e+00,206,2.2055144579623881e-03,5.8136282467116343e-02
1.2592308147967033e+00,207,1.5058464216915690e-03,1.6694706993802873e-02
1.2622192844145270e+00,208,6.6833567513436198e-04,1.3222611363237782e-02
1.2646623808811903e+00,209,5.0974103737136553e-05,2.5037059957797283e-05
1.2645154905852374e+00,210,3.7919613430520547e-07,6.6498809587108337e-06
1.2682942246174302e+00,211,2.6678570756608983e-04,5.8725643768716149e-03
1.2690217750946480e+00,212,5.3454265222057570e-06,5.5613074252026414e-05
1.2742071327803803e+00,213,3.6355040877684497e-04,3.1346797796249718e-03
1.2733735896467864e+00,214,7.8082113759370805e-06,6.9662989126427952e-05
1.2693717109002112e+00,215,3.0544507618429363e-04,7.8373420366189498e-03
1.2684459881703500e+00,216,8.4241378771423486e-06,7.6237574406594116e-05
1.2624357540022815e+00,217,7.7775645220370124e-04,1.1687702317889683e-02
1.2640811539809211e+00,218,2.9793573404654492e-05,4.0402532718584918e-04
1.2619635372842530e+00,219,1.1419490107218494e-03,7.2462961638786244e-03
1.2634260385248377e+00,220,1.6686569302123112e-05,3.9140418456499203e-05
1.2640184635083365e+00,221,4.7155152449486023e-05,8.3025349645493216e-04
1.2648840784588256e+00,222,1.0544809222462058e-04,2.5469102176311083e-03
1.2653187112494386e+00,223,1.7094499934985675e-06,6.9421498441763522e-06
1.2668120451251781e+00,224,2.3250347419164088e-04,6.2013637711730045e-03
1.2657241448457099e+00,225,1.0319679937590481e-05,6.7867911076003614e-05
1.2657991738457972e+00,226,2.0054110986118005e-03,3.4128309679839701e-02
1.2600684168854877e+00,227,1.2139774564895909e-03,4.0702635052806508e-03
1.2602393680953343e+00,228,2.5767315411646931e-06,3.2636863751873476e-05
1.2574178366220679e+00,229,2.0029125746243480e-03,1.4905660609575067e-02
1.2599269482094801e+00,230,1.1738033864637470e-04,1.4972378052423052e-04
1.2599670993291525e+00,231,1.5036924563993379e-07,2.0687561868699322e-06
1.2581078745958545e+00,232,1.2867842032166421e-04,2.7397568104281754e-03
1.2576963388807934e+00,233,1.4643416440290140e-06,4.1027215734920575e-06
1.2549435357078078e+00,234,1.9115037606959231e-04,5.3560448194341567e-03
1.2542277967878181e+00,235,4.2874809140934710e-06,3.2146191179906880e-05
1.2499581340177608e+00,236,3.0077881005904331e-04,8.2652002689445822e-03
1.2488202231791652e+00,237,1.2060481809197069e-05,1.4333503263420669e-04
1.2423884327677170e+00,238,1.9568044550090664e-03,2.4446826512616475e-02
1.2467247663477263e+00,239,1.9614001004345885e-04,2.6956305563699684e-03
1.2470164079119981e+00,240,3.2581516544240414e-06,6.9431238704366650e-05
1.2478333909361987e+00,241,1.1485636989490018e-03,1.7844244735809301e-02
1.2510544545548801e+00,242,9.3747756237876555e-05,2.4099645995140004e-04
1.2506037898202249e+00,243,2.3650917727988756e-06,3.1826234150330964e-05
1.2560028080026742e+00,244,2.2345549350484923e-03,4.5490346052712204e-02
1.2465788132412923e+00,245,1.0655266499978973e-03,2.2723369717296146e-02
1.2528463729637769e+00,246,8.9461650967707332e-04,2.2041338812822931e-02
1.2507092803272242e+00,247,4.6884833598425047e-04,1.6716958769838350e-02
1.2479535239768116e+00,248,7.1056541797704051e-05,6.2520057017018842e-04
1.2481399249168912e+00,249,7.1460021496936551e-07,2.0284630423729934e-05
1.2432583808615865e+00,250,3.4532244931222784e-04,8.0745448869220561e-03
1.2420840840024483e+00,251,1.3530153487472126e-05,1.7472499997729828e-04
1.2351089628385927e+00,252,8.7900440055944961e-04,9.3452783573123518e-03
1.2362886948444793e+00,253,1.5939118674304221e-05,2.9686356790697998e-04
1.2342824789375990e+00,254,1.2813329189184457e-04,4.5698391486632137e-03
1.2336685993824299e+00,255,3.3118290270292465e-06,2.2483958609001190e-05
1.2301975383065797e+00,256,1.4649194630189815e-03,1.9345728608828702e-02
1.2335000321862779e+00,257,1.1745882579059905e-04,2.6789957987570522e-04
1.2335388739702091e+00,258,1.9330393530663474e-07,3.0657125396324329e-06
1.2331516750852680e+00,259,2.5914214225239293e-05,8.6301627851050771e-04
1.2324996320823343e+00,260,6.9402202135137903e-05,3.6355009980423053e-03
1.2319581587824806e+00,261,2.6576666345990872e-06,2.0452028302028816e-06
1.2303542812988613e+00,262,4.6685900300187151e-04,8.3789134204997028e-03
1.2320305774205560e+00,263,2.4784307560731977e-05,8.4031165392397500e-05
1.2356803831323981e+00,264,3.9733141688993437e-03,4.3474107692390941e-02
1.2270451910829445e+00,265,6.8564984067494804e-04,9.3975309893017927e-03
1.2282116362991915e+00,266,3.4803566963824527e-05,6.5082585513208857e-04
1.2231523354974769e+00,267,3.8369551978823880e-04,6.0182812003412049e-03
1.2222852009478511e+00,268,7.0914723829092803e-06,6.1991384808299900e-05
1.2157400820842068e+00,269,3.1222922248342021e-03,3.0096252576803068e-02
1.2211496624356413e+00,270,6.1547826906268254e-04,3.4904919330518004e-03
1.2212806315940352e+00,271,1.5545664301233777e-05,1.1575268537923264e-04
1.2183737054976100e+00,272,9.5415216419121585e-04,6.9193401266617006e-03
1.2176585430315383e+00,273,5.5187281245462763e-06,3.4720475164231529e-05
1.2140656486492343e+00,274,6.0432839703297638e-04,3.9261691872969663e-03
1.2147022785321837e+00,275,2.9021450762496420e-06,1.7510850075689084e-05
1.2128879512837656e+00,276,1.1820953485378078e-04,2.8158925163817377e-03
1.2125421949747182e+00,277,9.5343068114987281e-07,6.3592485859762601e-06
1.2099790461040494e+00,278,1.0030850627080693e-03,1.3307308436734467e-02
1.2081027545140590e+00,279,3.0703000367875151e-05,1.0360366856749168e-04
1.2038141489622838e+00,280,6.6484087414439401e-04,1.4046903300689859e-03
1.2036746432503995e+00,281,3.3909074071994326e-07,2.5921246327626110e-06
1.2000617402304126e+00,282,1.4689248903849489e-03,7.8914828818047889e-03
1.1993629953560478e+00,283,7.2026001159144008e-06,5.3600259095782496e-05
1.1944163601094211e+00,284,2.7806899574686687e-04,3.7903414465759941e-03
1.1938516841253288e+00,285,2.8714302081659719e-06,3.3617453758067612e-05
1.1880799369968598e+00,286,6.0504309972262663e-04,9.1705413489464142e-03
1.1868031217112653e+00,287,5.2604892899654017e-04,9.0411006018687144e-03
1.1877938449815835e+00,288,4.6289042343308263e-04,8.8701278273199107e-03
1.1868133464037227e+00,289,5.2362799877605213e-04,8.9969849395559777e-03
1.1876029641382500e+00,290,1.8981664383987571e-04,1.8413174487125336e-03
1.1874129083736895e+00,291,4.7696178718151834e-07,3.4324955925510359e-06
1.1791279621573605e+00,292,3.0812860273410356e-03,2.4499332519147789e-02
1.1811332833472716e+00,293,7.1515458578520882e-04,9.9536471185027141e-03
1.1824010844128232e+00,294,1.4671821728941491e-05,1.0591246682510362e-04
1.1817005584064919e+00,295,5.6947580587853096e-04,6.6199975422881700e-03
1.1806447810677099e+00,296,8.7939153988911828e-06,8.5226706960016383e-06
1.1774408406059873e+00,297,3.7986713716836259e-04,1.6195744247092117e-03
1.1772314677671392e+00,298,3.6365059811167494e-07,1.9048811837306534e-06
1.1739035173996342e+00,299,2.1190202771665135e-04,5.7299997700428510e-03
1.1730646352577059e+00,300,6.3979026922633572e-06,5.7613279440768497e-05
1.1680474738010269e+00,301,9.7736945496474281e-04,1.0433993182573341e-03
1.1679872850092141e+00,302,1.8871837485431049e-07,1.7071018214615147e-06
1.1675427986462237e+00,303,2.7434302953858284e-05,1.1132682232300327e-03
1.1668228164144525e+00,304,1.3705723241338524e-03,3.7173584309653174e-02
1.1353734838263716e+00,305,5.4179707273359192e-03,9.5281434632085368e-02
1.1658484118613133e+00,306,1.5606054898493248e-03,3.6574846301088712e-03
1.1667995389925891e+00,307,1.1674503957623400e-03,3.7148640742474710e-02
1.1655198396658928e+00,308,1.1149077905834282e-03,3.4462614863711057e-02
1.1624641108622618e+00,309,8.7370931945866175e-04,2.4589267476448125e-02
1.1600865694933815e+00,310,2.2927785702207823e-04,5.7726470349547159e-03
1.1604162140096006e+00,311,2.2657288871396377e-06,5.1027870627064919e-05
1.1522203192798168e+00,312,3.2645231716791788e-04,7.7604730537579507e-03
1.1526661180488560e+00,313,7.2211597704635455e-06,2.7872743269674702e-04
1.1501500849177575e+00,314,1.4797247659731078e-04,6.5737706086217420e-03
1.1491023845157877e+00,315,9.1984183014040035e-06,1.0682629099939687e-04
1.1442782229177451e+00,316,1.5558284462518409e-04,3.0431622197282632e-03
1.1439266204556036e+00,317,1.3806511634067672e-06,1.7669264425216891e-05
1.1389549468616991e+00,318,1.3916823035015432e-04,8.7085202734752331e-04
1.1388858552033569e+00,319,1.2181952323067688e-07,2.6397727664410024e-06
1.1335607400390098e+00,320,3.3204350772283840e-04,6.4361539263836686e-03
1.1327029530733106e+00,321,1.7585067870311234e-05,2.2142114667403231e-04
1.1258775730004036e+00,322,1.6331618332860126e-03,1.7237116193807484e-02
1.1281268256821553e+00,323,3.7858318182865537e-04,4.8006888047465680e-03
1.1289422995208309e+00,324,5.1497728316881698e-06,1.7744000904556996e-05
1.1265735426803845e+00,325,8.2854709745830478e-04,9.2377085814757606e-03
1.1248585463081353e+00,326,2.2031812342474859e-05,1.9384468286218339e-04
1.1195823768963082e+00,327,3.3347829846701755e-04,4.9981260400017696e-03
1.1202148473915676e+00,328,3.8489753061576200e-06,1.0287842021744220e-04
1.1172800822347109e+00,329,1.3773850506877204e-03,2.0518674852333156e-02
1.1135483075828070e+00,330,1.1462639450373396e-04,1.0697049124111222e-03
1.1143741501134063e+00,331,5.7463626311492009e-06,7.2068928310348420e-05
1.1073760948674412e+00,332,4.8426761203286295e-04,2.1215337234283720e-03
1.1077523973053700e+00,333,1.0777532587827244e-06,1.8797439248377450e-05
1.1030762434833183e+00,334,2.7854371760829166e-04,5.9071770401046978e-03
1.1021971959417538e+00,335,3.2213202220882927e-05,1.1072509515816976e-04
1.0966292667314987e+00,336,3.0894370276931063e-04,5.4537284372623675e-03
1.0960613940791712e+00,337,3.4391641433352193e-06,5.9475230860649644e-05
1.0894409970418180e+00,338,4.0385559562130933e-04,4.9246407831910399e-03
1.0889801628638214e+00,339,2.3020290815476505e-06,4.4819839035671906e-05
1.0815370821220827e+00,340,1.3043723354786150e-03,1.7513191447389529e-02
1.0838462614216704e+00,341,7.3919389043268665e-04,8.0556660266086003e-03
1.0835881661088709e+00,342,2.8799011537326822e-06,6.8223170931139455e-05
1.0779041302270003e+00,343,1.3101670779278229e-03,4.1907505788970267e-03
1.0779821967609124e+00,344,3.3839165366033684e-07,5.7277158781092516e-06
1.0717911649702165e+00,345,3.6635619122733049e-04,4.9518143121240971e-03
1.0712962788461968e+00,346,2.4053096588486992e-06,4.4797406000076865e-05
1.0642099148570177e+00,347,2.3882007526461650e-04,6.3503772861012338e-04
1.0642130184232603e+00,348,7.4873871631937713e-08,4.2617043608968936e-07
1.0585589327101825e+00,349,3.2393258792916610e-04,4.6437398292126283e-03
1.0579880433319175e+00,350,2.7488966899828697e-06,4.1039975031533293e-05
1.0512670633675476e+00,351,4.7246837503056431e-04,7.5879527266472487e-03
1.0518652107114681e+00,352,4.8218186426445868e-06,8.6498907432325256e-05
1.0458455220579903e+00,353,8.1228855660778849e-04,8.6901125672871216e-03
1.0447973059917228e+00,354,4.6772391234908264e-04,2.6570501030398599e-04
1.0451244565789206e+00,355,2.8055396087389101e-07,2.2889594430436527e-06
1.0391947482200763e+00,356,3.3564885136977093e-04,3.8424785627001498e-03
1.0388588651070150e+00,357,1.1313026759007191e-06,2.0806244373277606e-05
1.0322955068534887e+00,358,2.3028601604753885e-04,1.1824304535343414e-04
1.0321870336165164e+00,359,4.4007243933782620e-08,8.2257526785206724e-08
1.0256931628326367e+00,360,3.6290912231765770e-04,3.5667890370892599e-03
1.0253305453069403e+00,361,1.0749721382335492e-06,1.7290692810443223e-05
1.0181414450777444e+00,362,1.0193483753157414e-03,2.9270760051479244e-03
1.0188487856438282e+00,363,1.7875046255693385e-06,2.6121572798477411e-05
1.0122344975057151e+00,364,3.6435266612900094e-04,2.9457765993006302e-03
1.0118909813883701e+00,365,8.0674307093883459e-07,1.2172558212126657e-05
1.0046020671580205e+00,366,2.8192587402839153e-04,2.1227124667331262e-03
1.0043505432106512e+00,367,4.3392284014465728e-07,6.1857806649518951e-06
