Om,normR,smin,smax,cond,stepnorm
1.1241218810619400e+00,2.5660524139228540e-08,6.6427904210337535e-02,5.0981397693151234e+00,7.6746960933350493e+01,4.6314643593456771e-07
1.1265137256012236e+00,5.7847903029182766e-04,6.1975489148483415e-02,5.1138180319368098e+00,8.2513556604368461e+01,5.1010481764162049e-03
1.1265416162285662e+00,1.3189237498423943e-07,6.1756070637848166e-02,5.1140945137724891e+00,8.2811203189443802e+01,2.3217502771819426e-06
1.1289495504996652e+00,7.6762452772479361e-04,6.2928643328984540e-02,5.1378441833396833e+00,8.1645557754670747e+01,3.0863362403656535e-03
1.1292132328767135e+00,8.3949176469457247e-07,6.3009909866636279e-02,5.1405183979818005e+00,8.1582697211628656e+01,1.3144342446755811e-05
1.1321339705004467e+00,1.7228608706122684e-04,6.4014328062181242e-02,5.1702535816409538e+00,8.0767130393351209e+01,1.6688825526829042e-03
1.1321343201775305e+00,2.4521238307329108e-08,6.4088574696517603e-02,5.1702593013815017e+00,8.0673650894321412e+01,1.6083483806695138e-07
1.1350444638965678e+00,1.7228967064295919e-04,6.5539159101492342e-02,5.1999693825254329e+00,7.9341411360998507e+01,1.4819087320308117e-03
1.1350258734043941e+00,4.6252939875278691e-08,6.5581078271635077e-02,5.1997814511056202e+00,7.9287831004672782e+01,7.5851882625213875e-07
1.1378917740193082e+00,1.7030886391485308e-04,6.7349589821676215e-02,5.2291207801921864e+00,7.7641464395514603e+01,1.3034900193280936e-03
1.1378600320723880e+00,1.7538185697909092e-08,6.7365793646516833e-02,5.2287975070880623e+00,7.7617990140882412e+01,2.6665494263411126e-07
1.1406574466455373e+00,2.2783801223299443e-03,6.9626615386119972e-02,5.2579843718389307e+00,7.5516874440619546e+01,8.7319158526313369e-03
1.1413132963782822e+00,6.1553502699492938e-06,6.9812509690148655e-02,5.2647018957004317e+00,7.5412013105773525e+01,8.8925797631973742e-05
1.1447909196071684e+00,3.9937023392517688e-04,1.0372878374372456e-01,5.3188496117713262e+00,5.1276506094125573e+01,2.9984947322221488e-03
1.1445971497320422e+00,6.6114428287949392e-07,1.0337521543942184e-01,5.3168444123357981e+00,5.1432486885132377e+01,5.6482691649732800e-06
1.1477081443289536e+00,1.1798784943911273e-03,8.9218446775582605e-02,5.3191087286021306e+00,5.9618934433835825e+01,2.0646292558400992e-03
1.1474440403614881e+00,9.0663312311969985e-07,8.8866493590753257e-02,5.3163497574964644e+00,5.9824007257214902e+01,6.0069242805118171e-06
1.1502153544037008e+00,1.8284982487393347e-03,2.9247995277441690e-02,5.2949141912562112e+00,1.8103511509180450e+02,3.1332656773614535e-03
1.1508267407442958e+00,1.9189604273132424e-06,2.9571163375881889e-02,5.3012398066127346e+00,1.7927058665998925e+02,6.0382390087833955e-05
1.1548287542724520e+00,2.3814674492281821e-04,4.5320659096065481e-02,5.3437661667768230e+00,1.1791016003208883e+02,3.5666639569840275e-03
1.1545035513650415e+00,1.4605751573621094e-06,4.4728516731644942e-02,5.3403784599124666e+00,1.1939538464807188e+02,2.5246684328310051e-05
1.1575068318533173e+00,2.7254433351031561e-04,4.2976830640490481e-02,5.3714119679042085e+00,1.2498390150816635e+02,3.1634866176240154e-03
1.1577379497765461e+00,8.6388204967040773e-07,4.3401855374226729e-02,5.3738232582091126e+00,1.2381551921856878e+02,1.3360825289637489e-05
1.1611726113014385e+00,2.1674749472218357e-03,4.5945319860917141e-02,5.3716310218912628e+00,1.1691356242925146e+02,1.2033433907519122e-02
1.1609029557852453e+00,9.6434098670720302e-06,4.3132146150639726e-02,5.3651931608527583e+00,1.2438966385105748e+02,5.6504403600709128e-06
1.1649327865881733e+00,2.5940152719563462e-04,4.4435654681471863e-02,5.4073306982790887e+00,1.2168900710567812e+02,3.3433659522878923e-03
1.1650902258456624e+00,5.8210871104172278e-07,4.4806055730375334e-02,5.4089858327441460e+00,1.2071997288253240e+02,1.1177360253352481e-05
1.1693893616612172e+00,2.8261645233259913e-04,6.9704197565053666e-02,5.4661291579915749e+00,7.8418938154910052e+01,2.3256249316692492e-03
1.1694241020891640e+00,3.2719511178407765e-05,4.7686527968795453e-02,5.4544877016678281e+00,1.1438215223463263e+02,5.1676137169275884e-04
1.1694530607183506e+00,5.7309933948018886e-08,4.7747992112611798e-02,5.4547931030303776e+00,1.1424130862226538e+02,4.6121467332860198e-07
1.1738532663332160e+00,2.7558324911992897e-03,6.7433821178041989e-02,5.5141941471004934e+00,8.1771936556014751e+01,3.2661536921021903e-02
1.1723326178070430e+00,4.3148862519520843e-04,5.0983843139216993e-02,5.4776983202077760e+00,1.0743988649993132e+02,2.9491333786920318e-03
