Om,normR,smin,smax,cond,stepnorm
1.2691520214561749e+00,3.8724185039902846e-04,3.0997029507687821e-02,1.2234851287269008e+01,3.9471044424545727e+02,7.6344247825922739e-04
1.2690976568242558e+00,1.4838221613017655e-07,4.2803674308777698e-02,6.1784716654891101e+00,1.4434442288572637e+02,6.8080244474557736e-08
1.2687673698072446e+00,3.8709823360981574e-04,4.3469501397546385e-02,6.1769255202514044e+00,1.4209791512814678e+02,7.6346007468110666e-04
1.2687128241075150e+00,1.4434433941634613e-07,4.3177826866976340e-02,6.1979329693031335e+00,1.4354434715757992e+02,5.0563905479876572e-08
1.2682735209313138e+00,3.8676687405815943e-04,4.2724615144921180e-02,6.4572212344398796e+00,1.5113585488218192e+02,7.6402020649777474e-04
1.2682188477937222e+00,1.4522471906212070e-07,4.2330350400780675e-02,1.6644439517394499e+01,3.9320344291521707e+02,5.6835513182198118e-08
1.2676702821400878e+00,3.8630787542201283e-04,9.9169960557645796e-03,7.5772974751839444e+00,7.6407184520149042e+02,7.6557947073925168e-04
1.2676154719580564e+00,1.5216082162480363e-07,4.3433320640425328e-02,6.2023460912435224e+00,1.4280156340316108e+02,1.3347996955900728e-07
1.2669573824144247e+00,3.8569925901316338e-04,4.3405952240693137e-02,6.2611739872811150e+00,1.4424689850281078e+02,7.6826631027045655e-04
1.2669024046909163e+00,1.4289131591129989e-07,4.3483544106543176e-02,6.1545504386125023e+00,1.4153746124126064e+02,9.3898124242692354e-08
1.2661345297434965e+00,3.8493003406420444e-04,4.3500795019401878e-02,6.1482374320194104e+00,1.4133620843658656e+02,7.7168749000465151e-04
1.2660794118423482e+00,1.4583847085844017e-07,4.3487950002291581e-02,6.1460549464597527e+00,1.4132776886783324e+02,1.2024261270815572e-07
1.2652014862933798e+00,3.8401768883666317e-04,4.3507394748201964e-02,6.1369438464117136e+00,1.4105519031716639e+02,7.7613575593098508e-04
1.2651462205851884e+00,1.4572793559798699e-07,4.3480554492965284e-02,6.1365801603426409e+00,1.4113389840360657e+02,1.4240120451349226e-07
1.2641579824031839e+00,3.8295134234604981e-04,3.2507360764893939e-02,1.8575201501512851e+01,5.7141524456125603e+02,7.8158070150214775e-04
1.2641025660541829e+00,1.4454043545893038e-07,4.3497656163193586e-02,6.1260321638588451e+00,1.4083591402891520e+02,1.5756130151212170e-07
1.2630037512266932e+00,3.8173208786061892e-04,6.7770387911371809e-03,8.4885667981539665e+00,1.2525480611465694e+03,7.8798065122124823e-04
1.2629481892467926e+00,1.6234049190489161e-07,4.3482009946446444e-02,6.1478339865476013e+00,1.4138798997837108e+02,2.3402996951045406e-07
1.2617385308269469e+00,3.8037223086136417e-04,4.3419031326289652e-02,6.1038000602576208e+00,1.4057890915133913e+02,7.9558899441785574e-04
1.2616828126313704e+00,1.4544658635663105e-07,4.1989281231468278e-02,6.1380605932126278e+00,1.4618160666709733e+02,2.0142695029410302e-07
1.2603620487585045e+00,3.7883491296517876e-04,1.6978445405232204e-02,1.6129795223216107e+01,9.5001602550993448e+02,8.0418046799476017e-04
1.2603061805395830e+00,1.4780787657628484e-07,4.3515669711738557e-02,6.0884159908697066e+00,1.3991318601325187e+02,2.2590063914571512e-07
1.2588740447981128e+00,3.7715556722508293e-04,4.3543711237178283e-02,6.0742563662783713e+00,1.3949790207804057e+02,8.1394383547220555e-04
1.2588180316793041e+00,1.4561908057165584e-07,3.3659329318368320e-02,1.1026738808647853e+01,3.2759829241845358e+02,2.6339246981039797e-07
1.2572742633026921e+00,3.7532085726930335e-04,4.3370643504590162e-02,7.1525052527010322e+00,1.6491582035078733e+02,8.2497241879021864e-04
1.2572180982354304e+00,1.4562663593373641e-07,4.3435412669779502e-02,5.7396949961637276e+01,1.3214321318413906e+03,2.8790213702626861e-07
1.2555624367394371e+00,3.7333252203560413e-04,4.2842302019960581e-02,2.0394188289050525e+01,4.7602923576675937e+02,8.3728787045755796e-04
1.2555061243304508e+00,1.4592994069126934e-07,3.7062411304958957e-02,2.6900358978995168e+01,7.2581243453514571e+02,3.0820913103257943e-07
1.2537383142534357e+00,3.7118977430118893e-04,4.3575420728606720e-02,6.0245355111575387e+00,1.3825536071537013e+02,8.5099541669343129e-04
1.2536818565773742e+00,1.4585910798062598e-07,4.3538425923342200e-02,6.1869977342146880e+00,1.4210430448514816e+02,3.4253251989566112e-07
1.2518016480808911e+00,3.6889208643143444e-04,4.3588646580717483e-02,6.0059527842111775e+00,1.3778709033989736e+02,8.6618785189823027e-04
1.2517450484094439e+00,1.4599074347882632e-07,4.3563349365138219e-02,6.0055513487891412e+00,1.3785788825491716e+02,3.7247019841280588e-07
1.2497521990015887e+00,3.6644015639225862e-04,4.3603560254899962e-02,5.9863696537989926e+00,1.3729084549067923e+02,8.8297992591675233e-04
1.2496954619189133e+00,1.4612532146854569e-07,4.3577127346285424e-02,5.9859680543566425e+00,1.3736490720898553e+02,4.0355220609959995e-07
1.2475897397200744e+00,3.6383325959519103e-04,4.3618847482957628e-02,1.4660424775649961e+01,3.3610298349533315e+02,9.0150553748973125e-04
1.2475328701639725e+00,1.4629862490303672e-07,3.2170735034858462e-02,5.9653885966039102e+00,1.8542904257985211e+02,4.2861465887145236e-07
1.2453140545927479e+00,3.6107226525803151e-04,4.3639477100400309e-02,5.9442145954291199e+00,1.3621186573233695e+02,9.2190971837266891e-04
1.2452570598208832e+00,1.4647712363401051e-07,4.3610800207473217e-02,5.9438130619751606e+00,1.3629222655163798e+02,4.7069235578258285e-07
1.2429249459106786e+00,3.5815695621599667e-04,4.3653029309611117e-02,5.9343548146943466e+00,1.3594371131965806e+02,9.4436835759726203e-04
1.2428678338496992e+00,1.4668687482771945e-07,6.3289135097090148e-03,6.5441502311292705e+00,1.0340084788787312e+03,6.6160755643763877e-07
1.2404222383953047e+00,3.5508645556944356e-04,4.3259394457090039e-02,5.9550293318458642e+00,1.3765863823528068e+02,9.6909052702125100e-04
1.2403650166567712e+00,1.4735983156379745e-07,4.3654579451050085e-02,5.8976994577211981e+00,1.3509921597880225e+02,5.5701513720273827e-07
1.2378057667237583e+00,3.5186518668756242e-04,3.7176894672209922e-02,5.8735711556332850e+00,1.5798982694549352e+02,9.9627639753154971e-04
1.2377484510857442e+00,1.4732502819788691e-07,4.3681091651740001e-02,5.8731695802485611e+00,1.3445565021758352e+02,5.9946049266685208e-07
1.2350754092336409e+00,3.4849114615641779e-04,4.3709419343316819e-02,1.6310444604748884e+01,3.7315628644338773e+02,1.0262359268933302e-03
1.2350180095640673e+00,1.4729171943755369e-07,4.3711185468811760e-02,5.8476650210137100e+00,1.3377960259590901e+02,6.3064464367513322e-07
1.2322310645245080e+00,3.4496517944688761e-04,4.3779377550128770e-02,5.8215899045270829e+00,1.3297562072144993e+02,1.0592369288714087e-03
1.2321735993924974e+00,1.4758694058723400e-07,4.3745282463355691e-02,5.8211916845522182e+00,1.3307015880920378e+02,6.7785712810161846e-07
1.2292726734897055e+00,3.4128790939212569e-04,4.3812980634368205e-02,5.9556355344190726e+00,1.3593312867984369e+02,1.0956869904773479e-03
1.2292151584950475e+00,1.4763766840652640e-07,4.3783831038432246e-02,5.7937563594931163e+00,1.3232639132029163e+02,7.2805420034724174e-07
1.2262002101877330e+00,3.3746256569052211e-04,4.3863483608825436e-02,5.7657618262792036e+00,1.3144787764004951e+02,1.1359909594528485e-03
1.2261426671548883e+00,1.4808532619870475e-07,4.2739957386605736e-02,1.3637657460762531e+01,3.1908448895731544e+02,7.8560532259684385e-07
1.2230136992791532e+00,3.3348764938764992e-04,4.3913444902322823e-02,5.7364233733772778e+00,1.3063022921879323e+02,1.1404130190677689e-03
1.2229561512205920e+00,1.4832708780531808e-07,4.3876271127463555e-02,5.7360297639649644e+00,1.3073193360715197e+02,8.1495334267998108e-07
1.2197132140773219e+00,3.2936853071060510e-04,4.2094213835169640e-02,6.0629126098931971e+00,1.4403197155870492e+02,1.1124454508002700e-03
1.2196556898255861e+00,1.4900214393594360e-07,3.5320737279061071e-02,1.1700895328494154e+01,3.3127551206103243e+02,8.3821641850096538e-07
1.2162988917540183e+00,3.2509721484920927e-04,4.3750305919908243e-02,5.6874740163814073e+00,1.2999849708007105e+02,1.0873539957301983e-03
1.2162414138932500e+00,1.4918922485940677e-07,4.3975469229679508e-02,5.8857677080811719e+00,1.3384206720661447e+02,8.3999294991881745e-07
1.2127709226204357e+00,3.2069837530220024e-04,4.3033527354642324e-02,5.6559001964420208e+00,1.3143008589166649e+02,1.0647991363366058e-03
1.2127135271311944e+00,1.4845881532690316e-07,4.4018585589248642e-02,5.9520369410479272e+00,1.3521645144594760e+02,8.6911198261731890e-07
1.2091295640847370e+00,3.1615835702808725e-04,4.3912366483080376e-02,6.2285569932401401e+00,1.4184061329602972e+02,1.0445683460172076e-03
1.2090722887874932e+00,1.4853580284062673e-07,4.4138360660497478e-02,5.9649441063950812e+00,1.3514194947737442e+02,8.5659460430496118e-07
1.2053751767635819e+00,3.1146911735624385e-04,1.4264977753073853e-02,7.9091403972309893e+00,5.5444463595652701e+02,1.0265051535763179e-03
1.2053180505468957e+00,1.4925278334598077e-07,4.4224521535635587e-02,5.5754819269470604e+00,1.2607218197837153e+02,8.4750249888249451e-07
1.2015081688357450e+00,3.0665290576853985e-04,4.4362610562360759e-02,5.5410537594643055e+00,1.2490369004942161e+02,1.0103742985209177e-03
1.2014512437819505e+00,1.4955410333892151e-07,4.4317383411992692e-02,5.5585036548882139e+00,1.2542490614154877e+02,8.5328441530077648e-07
1.1975290696254093e+00,3.0170545772617444e-04,4.3527381883004770e-02,7.1327118187453191e+00,1.6386723736146143e+02,9.9609141657287293e-04
1.1974723871936344e+00,1.4985426389622811e-07,4.4424110095024352e-02,5.5053242977703727e+00,1.2392649590491149e+02,8.5405591619125080e-07
1.1934384898607915e+00,2.9663219181844390e-04,4.4587333442719493e-02,5.4688470895958607e+00,1.2265472427548478e+02,9.8348096484153426e-04
1.1933821033580756e+00,1.4971059481657951e-07,4.4542959805730142e-02,5.4684796334350541e+00,1.2276866326991527e+02,8.6638836937869427e-07
1.1892371560367216e+00,2.9143552035725787e-04,4.4717812401454171e-02,5.4314792871936808e+00,1.2146120294151633e+02,9.7247132240241329e-04
1.1891811163884871e+00,1.4972410074333586e-07,4.4672687629057496e-02,5.4311168560940990e+00,1.2157578028865699e+02,8.7269542576172069e-07
1.1849259024103709e+00,2.8612155095494374e-04,4.4861818132049459e-02,5.3932906810714103e+00,1.2022006475966747e+02,9.6294433314384658e-04
1.1848702676015941e+00,1.4965591578524471e-07,4.4815974731973802e-02,5.3929337439896239e+00,1.2033507641510816e+02,8.7933882301750055e-07
1.1805056868417094e+00,2.8069374324802968e-04,4.2052268208112795e-02,1.5494869726098903e+01,3.6846691953490409e+02,9.5481140213121718e-04
1.1804505183042997e+00,1.4970178133606734e-07,7.8187860000347980e-03,6.6515080674708988e+00,8.5070854573092242e+02,8.4092078437616402e-07
1.1759775942805866e+00,2.7515793242754110e-04,4.5195145769153657e-02,5.3145239933917185e+00,1.1759059303707254e+02,9.4799800558682042e-04
1.1759229571604646e+00,1.4932042880317369e-07,4.5148018549196048e-02,5.3141794870578956e+00,1.1770570797624795e+02,8.9151421809118889e-07
1.1713428461410165e+00,2.6951931680612459e-04,4.5387078060981675e-02,5.2739851925364194e+00,1.1620014810053073e+02,9.4244793441755116e-04
1.1712888073078211e+00,1.4901945064984697e-07,4.5339391142473123e-02,5.2736476205710607e+00,1.1631491927183828e+02,8.9693957377072261e-07
1.1666028010718423e+00,2.6378338714714650e-04,4.5597753683541624e-02,5.2327040308792458e+00,1.1475793450693548e+02,9.3809740354138730e-04
1.1665494308123652e+00,1.4860626234692166e-07,4.5549564210233845e-02,5.2323739017221245e+00,1.1487209575863606e+02,9.0184860084542443e-07
1.1617589631981988e+00,2.5795620593255919e-04,4.5828726299530838e-02,5.1907027909625132e+00,1.1326308213404683e+02,9.3489952100795021e-04
1.1617063335578195e+00,1.4807409665691046e-07,4.5639939753074399e-02,6.5874353492954629e+00,1.4433488266933392e+02,9.0637746320475942e-07
1.1568129838602674e+00,2.5204430053679775e-04,4.6081659083995627e-02,5.1480048521599766e+00,1.1171483307005981e+02,9.3281142816255605e-04
1.1567611682638237e+00,1.4741265477449023e-07,4.6032650346279534e-02,5.1476910700262799e+00,1.1182695394036395e+02,9.0985451251346080e-07
1.1517666627115157e+00,2.4605424642339151e-04,4.6358331158034984e-02,5.1046344810683255e+00,1.1011255913563171e+02,9.3179030899977948e-04
1.1517157359441759e+00,1.4660574357341031e-07,3.6572074285708203e-02,8.1076887894849733e+01,2.2169070111107512e+03,9.1329439705474777e-07
1.1466219496399066e+00,2.3999242210103605e-04,4.6660647073958589e-02,5.0606169416616176e+00,1.0845578145627474e+02,9.3180620928128726e-04
1.1465719854054830e+00,1.4564131867278153e-07,4.6611118643255220e-02,5.0603212852387447e+00,1.0856468225893973e+02,9.1423965230390771e-07
1.1413809401351747e+00,2.3386600878336114e-04,4.6766852705395982e-02,1.2018333135836755e+01,2.5698400556362594e+02,9.3283260973282898e-04
1.1413320103988651e+00,1.4431248188406195e-07,4.6940995848963753e-02,5.0156923863855658e+00,1.0685100082929515e+02,9.1449618452228371e-07
1.1360458701524865e+00,2.2768239940065891e-04,1.4999755868479714e-02,8.0396067917606882e+00,5.3598250946570477e+02,9.3485062753179712e-04
1.1359980431092467e+00,1.4332439234964553e-07,2.1724912985517982e-02,5.0678064885954921e+00,2.3327165876216566e+02,9.0793316371345992e-07
1.1306191063827902e+00,2.2144744464492439e-04,4.7742682065966477e-02,4.9249455168992622e+00,1.0315602944330656e+02,9.3781157957859387e-04
1.1305724491328095e+00,1.4161776039012346e-07,4.7693039619243732e-02,4.9246799099170362e+00,1.0325783278300362e+02,9.1163200987031931e-07
1.1251031398201823e+00,2.1516976906871908e-04,4.8169560055482015e-02,4.8786064052615341e+00,1.0127986221261567e+02,9.4174772140449468e-04
1.1250577066447236e+00,1.3985767564386002e-07,5.1234896086813338e-03,2.4429645674844199e+01,4.7681653600800055e+03,9.1276714211803997e-07
1.1195005583700437e+00,2.0885609828691609e-04,4.8633886282167284e-02,4.8317559389916500e+00,9.9349575128716836e+01,9.4662396782100417e-04
1.1194563973720810e+00,1.3785277813070473e-07,4.8584707030841411e-02,4.8315113834342291e+00,9.9445106880385254e+01,9.0144821170749066e-07
1.1138140302907527e+00,2.0251434659794470e-04,4.8596292469137582e-02,3.2339920956787864e+01,6.6548123969181859e+02,9.5241360613128908e-04
1.1137711805376753e+00,1.3562374951405867e-07,2.5122673697288524e-02,5.5052016015221907e+00,2.1913279087473737e+02,8.9671118521015644e-07
1.1080462839737704e+00,1.9615189063085711e-04,4.9668960391458801e-02,6.5445660018241814e+00,1.3176370011057452e+02,9.5914610540633982e-04
1.1080047658801273e+00,1.3301516032662350e-07,4.6441082956524868e-02,5.9057458763462609e+00,1.2716641172805633e+02,8.7831003240498698e-07
1.1022000621821357e+00,1.8977684909733756e-04,4.4681036433800170e-02,4.6884285743999810e+00,1.0493106133172178e+02,9.6681365529747206e-04
1.1021598796400935e+00,1.2993961189052677e-07,4.9352185173133381e-04,7.2235171900415507e+00,1.4636671435521217e+04,1.1046557675281036e-06
1.0962781002596205e+00,1.8339483386573167e-04,5.0006648768738442e-02,4.6439545610242865e+00,9.2866742230634046e+01,9.7553101182738236e-04
1.0962392234812524e+00,1.2674919417621007e-07,5.0880479857370889e-02,4.6395852742088737e+00,9.1185957506978028e+01,8.3595464281454534e-07
1.0902830169676567e+00,1.7702394323894371e-04,5.1626541589471074e-02,4.6101367095014920e+00,8.9297802400959242e+01,9.8494660986363984e-04
1.0902454309776657e+00,1.2372742856867166e-07,5.1581283841952839e-02,4.5905911577991745e+00,8.8997225657758605e+01,8.3164932812000277e-07
1.0842173820660668e+00,1.7066735636428443e-04,5.2385061886039842e-02,4.5414263531470072e+00,8.6693156209809828e+01,9.9548683331679173e-04
1.0841809978709613e+00,1.1997031820314939e-07,5.2340853053994246e-02,4.5412382528531028e+00,8.6762786387306519e+01,8.0731350550805899e-07
1.0780835169099388e+00,1.6434017694832911e-04,5.3206469002025240e-02,4.4917274802167739e+00,8.4420702303056459e+01,1.0069984770602820e-03
1.0780482287945168e+00,1.1589454161095357e-07,5.3163779838561985e-02,4.4915455712121766e+00,8.4485068308748524e+01,7.7899568105356444e-07
1.0718834934831483e+00,1.5805950395474463e-04,5.4095942778296754e-02,4.4417107288037920e+00,8.2108019579350085e+01,1.0195445552188172e-03
1.0718491527250178e+00,1.1148555483144469e-07,5.4055060638440004e-02,4.4415288218767550e+00,8.2166753110961537e+01,7.4598236897409459e-07
1.0656190232077640e+00,1.5184617709182823e-04,5.5059010904435546e-02,4.3913747002559660e+00,7.9757602400049606e+01,1.0331595520172239e-03
1.0655854349901459e+00,1.0666424712255880e-07,5.5020168375278733e-02,4.3911995798365959e+00,7.9810725948443633e+01,7.0740166023055557e-07
1.0592913593209501e+00,1.4572759034294161e-04,5.5702336581290778e-02,4.4106215175798589e+00,7.9181983885776390e+01,1.0478889268679993e-03
1.0592582740796224e+00,1.0154529233830057e-07,5.6065054604865466e-02,4.3405645542615847e+00,7.7420143168555825e+01,6.6396430315331690e-07
1.0529011747810935e+00,1.3974296310314706e-04,5.7229967157043260e-02,4.3289016043399400e+00,7.5640469833944053e+01,1.0638147417802082e-03
1.0528682823847333e+00,9.6066416788520515e-08,5.7106239623739154e-02,4.6902779934401080e+00,8.2132495929400193e+01,6.1076216430387584e-07
1.0464484331439412e+00,1.3394091173337097e-04,5.8451620059916061e-02,4.2385590422510013e+00,7.2513970321203246e+01,1.0809886654166664e-03
1.0464153511464998e+00,9.0220513613278712e-08,5.8421152771179159e-02,4.2383733871081573e+00,7.2548609297539727e+01,5.5218843225201819e-07
1.0399322288004569e+00,1.2839020164409648e-04,5.9774392476171466e-02,4.1869941143243272e+00,7.0046619310994004e+01,1.0995264137710838e-03
1.0398984909910125e+00,8.3996337064313780e-08,5.9747606783418332e-02,4.1867971301816009e+00,7.0074725258176485e+01,4.8479603000992415e-07
1.0333506054039645e+00,1.2318368780582793e-04,6.1207138964346250e-02,4.1350854477460821e+00,6.7558874956642057e+01,1.1195360670756224e-03
1.0333156504662655e+00,7.7434465048858286e-08,6.1184590157444541e-02,4.1348720929235245e+00,6.7580285857654317e+01,4.0771689652741773e-07
1.0267003491136677e+00,1.1844474371280942e-04,6.2759750063942771e-02,4.0827993993690637e+00,6.5054424136636996e+01,1.1411554572019677e-03
1.0266635035788481e+00,7.0576747347492149e-08,6.2742079690370642e-02,4.0825635497370758e+00,6.5068986713292645e+01,3.1990112573379365e-07
1.0199767420352739e+00,1.1433644391359981e-04,6.4443317062754565e-02,4.0300894914994103e+00,6.2536965432349334e+01,1.1645455658510948e-03
1.0199372012604986e+00,6.3495418388667045e-08,6.4431271145745997e-02,4.0298241321401340e+00,6.2544538707369561e+01,2.1977488156027051e-07
1.0131732743745736e+00,1.1106832198167469e-04,6.6270361206587830e-02,3.9768944985919799e+00,6.0010152746785437e+01,1.1899043950642629e-03
1.0131300783882740e+00,5.6349960611141622e-08,6.6264810272988903e-02,3.9765913543886144e+00,6.0010604995417403e+01,1.0682990179575586e-07
1.0062813013545111e+00,1.0890040702290550e-04,6.8255072931726335e-02,3.9231359644502914e+00,5.7477573401386529e+01,1.2174686438376971e-03
1.0062333054124819e+00,4.9475622395584217e-08,6.8253616069942388e-02,1.2883820647598887e+01,1.8876392767815096e+02,4.1968664749705568e-08
9.9928963386795133e-01,1.0813942807918762e-04,7.0413628478070853e-02,3.8687152120603936e+00,5.4942704923454414e+01,1.2475203712809114e-03
9.9923547063926255e-01,4.3527763597818674e-08,7.0424323155773877e-02,3.8683054479803776e+00,5.4928542790875611e+01,1.8340494916236885e-07
9.9218404241691061e-01,1.0912449127914461e-04,7.2764565494816955e-02,3.8135100570511518e+00,5.2408889287228540e+01,1.2301213973859675e-03
9.9212207453524548e-01,3.9707774182372971e-08,7.2785422500655048e-02,3.8130276442378923e+00,5.2387243396211325e+01,3.4029281713915808e-07
9.8494665254592939e-01,1.1220208901190273e-04,7.5329243400927434e-02,3.7573703467121340e+00,4.9879305526993704e+01,1.1759578226731716e-03
9.8487491177350472e-01,3.9709763973150916e-08,7.5361977776761610e-02,3.7567990502001010e+00,4.9850059154877115e+01,4.9871313839310015e-07
9.7755520024277165e-01,1.1769772230641983e-04,7.8132415034421671e-02,3.7001128668328014e+00,4.7356949931762585e+01,1.1264364870394834e-03
9.7747130872991050e-01,4.4844440628437675e-08,7.8179088955319401e-02,3.6994333423860541e+00,4.7319985328817779e+01,6.6161962001163714e-07
9.6998210542839691e-01,1.2589718884670260e-04,8.1202929526624668e-02,3.6415150993594549e+00,4.4844627165396560e+01,1.0811183746610351e-03
9.6988317358814358e-01,5.5160875470268182e-08,8.1266038908922769e-02,3.6407040732613409e+00,4.4799821944583577e+01,8.3088731710774418e-07
9.6219330890721488e-01,1.3704836731135675e-04,8.4574616448629486e-02,3.5813071929527580e+00,4.2344941583365497e+01,1.0397257203416457e-03
9.6207580167348994e-01,7.0044756891777083e-08,8.4657201270868329e-02,3.5803367683861018e+00,4.2292170242322236e+01,1.0085680598195787e-06
9.5414679858088414e-01,1.5138511507423397e-04,8.8287384505288155e-02,3.5191623317844130e+00,3.9860307919458478e+01,1.0021632756845537e-03
9.5400635916008436e-01,8.9119795652414400e-08,8.8393174013803477e-02,3.5179980460566518e+00,3.9799431181272901e+01,1.1971246312872340e-06
9.4579072507867157e-01,1.6916475403848968e-04,2.6422988767968447e-02,5.4804999913058916e+00,2.0741408322247355e+02,9.6858602829717852e-04
9.4562194165216740e-01,1.1244466998483956e-07,9.0366812957988554e-02,3.4532840352734238e+00,3.8214073532490872e+01,1.3990624270273395e-06
9.3706097322840343e-01,1.9070959622230957e-04,9.6934739460716735e-02,3.4025576340309085e+00,3.5101529678220381e+01,9.3951245357886250e-04
9.3685706817004077e-01,1.4061824143900542e-07,9.7102045614648955e-02,3.3857033096623659e+00,3.4867476665719117e+01,1.6184671394207924e-06
9.2787800815511368e-01,2.1644582912394372e-04,1.0199432150636439e-01,3.3166982120297099e+00,3.2518459489166261e+01,9.1602039112274869e-04
9.2763042458543143e-01,1.7440671485728726e-07,1.0220216878667555e-01,3.3146570757945124e+00,3.2432355547298869e+01,1.8582638839081119e-06
9.1814275796606259e-01,2.4693969124006329e-04,1.0764919185755967e-01,3.2418882711539174e+00,3.0115305235579953e+01,9.0008608977133493e-04
9.1784060935405554e-01,2.1503363950119091e-07,1.0790676574228578e-01,3.2394129547086594e+00,3.0020480480763961e+01,2.1230466227729804e-06
9.0773121981415050e-01,2.8292959355987271e-04,1.1399967888486448e-01,3.1620844423104653e+00,2.7737660958712482e+01,8.9510293394601335e-04
9.0736056688799516e-01,2.6403919311858616e-07,1.1431837131671836e-01,3.1590728289816674e+00,2.7633990867744913e+01,2.4176652899295847e-06
8.9648740779341185e-01,3.2535498171797029e-04,1.2116819924976831e-01,3.0762091023002998e+00,2.5387924565580121e+01,9.0664377842200172e-04
8.9603033025260259e-01,3.2325183347721377e-07,1.2156240293255943e-01,3.0725325202556899e+00,2.5275351968488760e+01,2.7470797843488038e-06
8.8421421821372848e-01,3.7537086859943492e-04,1.2930475357658405e-01,2.9829369855140913e+00,2.3069043503859820e+01,9.4341888657622087e-04
8.8364768910974556e-01,3.9462443525876212e-07,1.2979255905082276e-01,2.9784345223397448e+00,2.2947652347107830e+01,3.1154192955978080e-06
8.7066189284506312e-01,4.3432678200670946e-04,1.3859295334321797e-01,2.8806424554211536e+00,2.0784912839597247e+01,1.0181897718565432e-03
8.6995657818128436e-01,4.7983850662794435e-07,1.3919674343210461e-01,2.8751156545572405e+00,2.0655049706386436e+01,3.5236334520455452e-06
8.5551423769623403e-01,5.0365289046505949e-04,1.4925584752164806e-01,2.7673485113354799e+00,1.8540972144720186e+01,1.1482365619259042e-03
8.5463365674038760e-01,5.7964023949218532e-07,1.5000234547434388e-01,2.7605617330568593e+00,1.8403457121468946e+01,3.9641215394023332e-06
8.3837419652181355e-01,5.8454033775706064e-04,1.6155914221727125e-01,2.6406999278805516e+00,1.6345097477239833e+01,1.3551067704646003e-03
8.3727539309390464e-01,6.9383270711314781e-07,1.6247787399610891e-01,2.6323948528784067e+00,1.6201558945444155e+01,4.4103297853174602e-06
8.1875390021552663e-01,6.7720280691438710e-04,1.7580621673744518e-01,2.4980105246575746e+00,1.4208886187387709e+01,1.6635752867635598e-03
8.1739220488320330e-01,8.2659899475348420e-07,1.7692430449228369e-01,2.4879532960151693e+00,1.4062247146624664e+01,4.8040356270726600e-06
7.9608166032934780e-01,7.7940429918718049e-04,1.9231376475851136e-01,2.3364832088804723e+00,1.2149329049922127e+01,2.0987427382781840e-03
7.9442422553938419e-01,1.0088344063769018e-06,1.9364371339211953e-01,2.3245744323002122e+00,1.2004388841650940e+01,5.0777002000059847e-06
7.6975014346754878e-01,8.8405513722191885e-04,2.1134998096571467e-01,2.1537637619318706e+00,1.0190508426311405e+01,2.6775023057223029e-03
7.6780351003793612e-01,1.3267583404325359e-06,2.1286785829448962e-01,2.1402320406863433e+00,1.0054275257119672e+01,5.3703734914569378e-06
7.3923811088399349e-01,9.7666558065319419e-04,2.3301817730475249e-01,1.9489751716746109e+00,8.3640477932571180e+00,3.3894783876850377e-03
7.3708636977926389e-01,1.8343603085682867e-06,2.3463813816420442e-01,1.9346000245106063e+00,8.2450365471138145e+00,6.4660804462868878e-06
7.0431204616042109e-01,1.0359027480976385e-03,2.5710183821467397e-01,1.7240833258213029e+00,6.7058381915641299e+00,3.8972858894309468e-03
7.0213574281291491e-01,2.3333995801137736e-06,2.5867272517779033e-01,1.7102161422462869e+00,6.6115054885312130e+00,8.7630514251226481e-06
6.6521684692923311e-01,1.0419062704444420e-03,2.8296639003260687e-01,1.4847407823607119e+00,5.2470570168761803e+00,3.5904235881405282e-03
6.6324418498107740e-01,2.4388597064773613e-06,2.8432180849949151e-01,1.4728500558641586e+00,5.1802218888418219e+00,8.3714309884934596e-06
6.2266968133875411e-01,9.8989329042636844e-04,2.7718904723000104e-01,1.2394160254431577e+00,4.4713744566347779e+00,3.1353303253426755e-03
6.2106932935634662e-01,2.0268001741238390e-06,2.7322465693574405e-01,1.2303665419169034e+00,4.5031314366560133e+00,6.3949366467773854e-06
5.7759577897010350e-01,8.9492757451381402e-04,6.7998122511571307e-02,1.5134322074194919e+00,2.2256970509177656e+01,2.6218387805610629e-03
5.7641022942616760e-01,1.3812792670468128e-06,1.6700314700863517e-01,1.0000000000000184e+00,5.9879111137247722e+00,4.0327422048271232e-06
5.3082212448827648e-01,7.8120958835049012e-04,6.8864379406139833e-02,1.0000000000000013e+00,1.4521295459621074e+01,2.1335267042323042e-03
5.2999509996373417e-01,8.2016015283682734e-07,6.1949091491576569e-02,1.0852843861308228e+00,1.7518971787962261e+01,2.2317767927951997e-06
4.8294468931829410e-01,6.6872866348314033e-04,4.1319160080799715e-02,1.0000000000000000e+00,2.4201847231272311e+01,1.7165144963791996e-03
4.8238552880624658e-01,4.5170233331989205e-07,4.2183895811939258e-02,1.0000000000000129e+00,2.3705728945902244e+01,1.1539381350162158e-06
